PosScore,NegScore,SynsetTerms
0.13,0.00,teasingly tauntingly
0.00,0.00,teaspoon
0.00,0.00,teaspoonful teaspoon
0.00,0.00,tea-strainer
0.00,0.00,teatime tea afternoon_tea
0.00,0.00,teazel teasle teasel
0.00,0.00,tebaldi renata_tebaldi
0.00,0.00,tec police_detective investigator detective
0.00,0.13,technetium tc atomic_number_43
0.17,0.00,technical
0.13,0.00,technical proficient
0.00,0.00,technical expert
0.00,0.00,technical_analysis_of_stock_trends technical_analysis
0.00,0.00,technical_analyst chartist
0.00,0.00,technical_foul technical
0.00,0.00,technical_grade technical-grade
0.00,0.00,technical_school tech
0.00,0.00,technical_sergeant
0.08,0.00,technically
0.00,0.00,technician
0.00,0.00,technicolor
0.00,0.00,technique
0.00,0.00,technique proficiency
0.25,0.00,techno
0.25,0.00,technobabble
0.00,0.00,technocracy
0.07,0.00,technocrat
0.00,0.00,technological
0.00,0.00,technological technical
0.13,0.00,technological_revolution industrial_revolution
0.00,0.00,technologically
0.00,0.00,technologist engineer applied_scientist
0.00,0.00,technology engineering
0.00,0.00,technology engineering_science engineering applied_science
0.00,0.00,technology_administration
0.13,0.00,technophile
0.38,0.38,technophilia
0.50,0.13,technophilic
0.00,0.00,technophobe
0.00,0.50,technophobia
0.38,0.25,technophobic
0.00,0.63,tecophilaeacea family_tecophilaeacea
0.00,0.00,tectaria genus_tectaria
0.00,0.00,tectaria_cicutaria button_fern
0.00,0.00,tectaria_macrodonta indian_button_fern
0.00,0.00,tectona genus_tectona
0.00,0.00,tectona_grandis teak
0.00,0.00,tectonic
0.00,0.00,tectonic architectonic
0.00,0.25,tectonic_movement crustal_movement
0.00,0.00,tectonics architectonics
0.00,0.00,tectonics plate_tectonics plate_tectonic_theory
0.00,0.00,tecumtha tecumseh
0.00,0.00,ted_hughes hughes edward_james_hughes
0.00,0.00,ted_shawn shawn
0.00,0.00,teddy slip1 shimmy shift chemise
0.00,0.00,teddy_bear teddy
0.00,0.50,teddy_boy ted
0.00,0.00,teddy_boys
0.13,0.50,tedium ennui boredom
0.00,0.00,tee
0.00,0.00,tee football_tee
0.00,0.00,tee golf_tee
0.00,0.00,tee_hinge t_hinge
0.00,0.00,tee_off
0.13,0.00,tee_shirt t-shirt jersey
0.00,0.00,tee_up
0.00,0.00,tee_up tee
0.00,0.00,teeing_ground tee
0.00,0.00,teem swarm pullulate
0.00,0.00,teem swarm stream pullulate pour
0.00,0.13,teem_in pullulate_with abound_in
0.00,0.00,teeming
0.00,0.00,teemingness copiousness abundance
0.25,0.13,teenaged teenage teen adolescent
0.00,0.00,teenager teen stripling adolescent
0.00,0.00,teens
0.00,0.00,teeoff
0.00,0.00,teetertotter teeter-totter seesaw
0.00,0.00,teeth dentition
0.00,0.00,teethe
0.00,0.25,teething odontiasis dentition
0.00,0.00,teething_ring pacifier comforter baby's_dummy
0.00,0.00,teetotal
0.25,0.00,teetotal dry6
0.13,0.00,teetotalism teetotaling
0.00,0.00,teetotaller teetotalist teetotaler
0.50,0.00,teff_grass teff eragrostis_tef eragrostic_abyssinica
0.00,0.00,tefillin phylactery
0.00,0.00,teflon polytetrafluoroethylene
0.00,0.00,teg
0.00,0.00,tegu taegu
0.00,0.00,tegucigalpa honduran_capital
0.00,0.00,tegular
0.00,0.00,tegument skin cutis
0.00,0.00,tehran teheran iranian_capital capital_of_iran
0.00,0.00,teiid_lizard teiid
0.00,0.00,teiidae family_teiidae
0.00,0.00,teilhard_de_chardin pierre_teilhard_de_chardin
0.00,0.00,teju
0.38,0.00,tekki techie
0.00,0.00,tektite
0.00,0.00,tel_aviv-yalo tel_aviv-jaffa tel_aviv
0.00,0.00,telamon atlas
0.00,0.00,telanthera genus_telanthera
0.00,0.00,telecast
0.00,0.00,telecaster
0.00,0.00,telecom_hotel telco_building
0.00,0.00,telecommunicate
0.00,0.00,telecommunication telecom
0.00,0.00,telecommunication
0.00,0.00,telecommunication_system telecommunication_equipment telecom_system telecom_equipment
0.00,0.00,teleconferencing teleconference
0.00,0.00,telefax fax facsimile
0.00,0.00,telefilm
0.00,0.00,telegnosis
0.13,0.00,telegnostic
0.00,0.00,telegraph_form
0.00,0.00,telegraph_key
0.00,0.00,telegraph_plant semaphore_plant desmodium_motorium desmodium_gyrans codariocalyx_motorius
0.25,0.25,telegraphese
0.00,0.00,telegraphic
0.00,0.00,telegraphic_signal radiotelegraphic_signal
0.00,0.00,telegraphist telegrapher telegraph_operator
0.00,0.00,telegraphy
0.00,0.00,telegraphy telegraph
0.00,0.25,telekinesis psychokinesis
0.00,0.00,telemann georg_philipp_telemann
0.00,0.00,telemark
0.00,0.00,telemeter
0.00,0.00,telemetered
0.00,0.00,telemetry
0.00,0.00,telencephalon
0.00,0.00,teleological
0.00,0.00,teleologist
0.00,0.00,teleology
0.00,0.00,teleostan teleost_fish teleost
0.00,0.00,teleostei subclass_teleostei
0.00,0.13,telepathic
0.00,0.00,telepathize telepathise
0.00,0.00,telephone ring phone call_up call
0.00,0.00,telephone_bell
0.00,0.00,telephone_bill phone_bill
0.00,0.00,telephone_call phone_call call
0.00,0.00,telephone_conversation
0.00,0.00,telephone_cord phone_cord
0.00,0.00,telephone_dial dial
0.00,0.00,telephone_directory telephone_book phonebook phone_book
0.00,0.00,telephone_exchange exchange central
0.00,0.00,telephone_extension extension_phone extension0
0.00,0.00,telephone_interview
0.00,0.00,telephone_jack phone_jack
0.00,0.00,telephone_kiosk telephone_box telephone_booth phone_booth call_box
0.00,0.00,telephone_line telephone_circuit subscriber_line phone_line line5
0.00,0.00,telephone_message phone_message
0.00,0.00,telephone_number phone_number number
0.00,0.00,telephone_order
0.00,0.00,telephone_plug phone_plug
0.00,0.00,telephone_pole telegraph_post telegraph_pole
0.00,0.00,telephone_receiver receiver
0.00,0.00,telephone_service telephone_company telco phone_service phone_company
0.00,0.00,telephone_set telephone phone
0.00,0.00,telephone_system phone_system
0.00,0.00,telephone_unit
0.00,0.00,telephone_wire telephone_line telegraph_wire telegraph_line
0.00,0.00,telephoner phoner caller-up caller
0.00,0.00,telephonic
0.00,0.00,telephonist telephone_operator switchboard_operator
0.00,0.00,telephony telephone
0.00,0.00,telephotograph
0.00,0.00,telephotograph telephoto
0.00,0.00,telephotography
0.00,0.00,teleport
0.00,0.00,teleportation
0.00,0.00,teleprocessing remote-access_data_processing distributed_data_processing
0.00,0.00,teleprompter
0.00,0.00,telerobotics
0.00,0.00,telescope
0.00,0.00,telescope scope
0.00,0.00,telescoped shortened
0.17,0.00,telescopic
0.00,0.00,telescopic_sight telescope_sight
0.25,0.00,telescopically
0.00,0.00,telescopium
0.00,0.00,telescopy
0.00,0.00,teleselling telemarketing telecommerce
0.00,0.00,telethermometer
0.00,0.00,televangelism
0.00,0.00,televangelist
0.00,0.00,televise telecast
0.00,0.00,television_news
0.00,0.00,television_pickup_tube television-camera_tube
0.00,0.00,television_system television
0.00,0.00,television_transmitter
0.00,0.00,television_tube picture_tube kinescope
0.00,0.00,teleworking telecommuting
0.00,0.00,telex
0.00,0.00,telex_machine telex teletypewriter teletype_machine teleprinter
0.00,0.00,telingo_potato pungapung elephant_yam amorphophallus_paeonifolius amorphophallus_campanulatus
0.00,0.00,telint telemetry_intelligence
0.00,0.00,teliospore
0.00,0.00,tell state say
0.19,0.19,tell
0.00,0.00,tell recount recite narrate
0.00,0.00,tell say order enjoin
0.50,0.00,tell assure
0.00,0.00,tell evidence
0.50,0.00,tell_apart spot recognize recognise pick_out make_out distinguish discern
0.00,0.25,tell_apart tell severalize severalise separate secernate secern distinguish differentiate
0.00,0.63,tell_off brush_down
0.00,0.25,tell_on stag snitch shop shit rat grass give_away denounce betray
0.00,0.00,tell_on
0.00,0.00,teller edward_teller
0.00,0.00,teller cashier bank_clerk
0.00,0.00,teller storyteller narrator
0.00,0.00,tellima genus_tellima
0.00,0.00,tellima_grandiflora fringe_cups false_alumroot
0.00,0.00,telling relation recounting
0.00,0.00,telling notification apprisal
0.38,0.00,telling impressive
0.00,0.00,telling tattle singing
0.13,0.00,tellingly
0.00,0.13,telltale tattletale tattler taleteller talebearer blabbermouth
0.00,0.00,telltale telling revealing
0.00,0.00,telluric
0.00,0.00,telluride
0.00,0.00,tellurium te atomic_number_52
0.00,0.00,tellus
0.00,0.00,telocentric
0.00,0.00,telocentric_chromosome
0.00,0.00,telomerase
0.25,0.00,telomere
0.00,0.00,telopea genus_telopea
0.00,0.00,telophase
0.00,0.00,telosporidia subclass_telosporidia
0.00,0.00,telpher telfer
0.00,0.00,telpherage telferage
0.00,0.00,telsontail proturan
0.00,0.00,telugu
0.00,0.00,temazepam restoril
0.00,0.00,temblor seism quake earthquake
0.50,0.13,temerarious daredevil
0.38,0.13,temerity audacity audaciousness
0.00,0.00,temnospondyli order_temnospondyli
0.00,0.00,temper normalize anneal
0.00,0.38,temper pique irritation
0.00,0.00,temper harden
0.00,0.00,temper mood humour humor
0.00,0.00,temper
0.00,0.50,temper surliness snappishness pettishness peevishness irritability biliousness
0.00,0.00,temper season mollify
0.00,0.00,temper moderate chasten
0.00,0.00,tempera poster_paint poster_colour poster_color
0.13,0.25,temperament disposition
0.00,0.25,temperament
0.00,0.00,temperamental
0.00,0.25,temperamental moody
0.00,0.50,temperamental erratic
0.00,0.00,temperamentally
0.25,0.00,temperance moderation
0.38,0.25,temperance sobriety
0.00,0.00,temperance
0.07,0.57,temperate
0.13,0.38,temperate moderate
0.00,0.00,temperate_rain_forest
0.00,0.00,temperate_zone
0.00,0.00,temperately
0.25,0.00,temperately abstemiously
0.63,0.00,temperateness sunshine fair_weather
0.50,0.00,temperateness self-restraint
0.00,0.13,temperature
0.00,0.00,temperature_change
0.00,0.00,temperature_gradient
0.00,0.00,temperature_reduction cooling chilling
0.00,0.00,temperature_scale
0.00,0.00,temperature_unit
0.00,0.00,tempered
0.00,0.00,tempering
0.00,0.00,tempering annealing
0.00,0.50,tempest storm
0.00,0.00,tempest
0.00,0.13,tempest-tost tempest-tossed tempest-swept storm-tossed buffeted
0.38,0.50,tempestuous stormy
0.00,0.00,tempestuousness
0.00,0.00,templar knight_templar
0.00,0.00,template_rna mrna messenger_rna informational_rna
0.04,0.00,temple
0.00,0.00,temple tabernacle synagogue
0.00,0.00,temple_of_apollo oracle_of_delphi oracle_of_apollo delphic_oracle
0.00,0.00,temple_of_artemis
0.00,0.00,temple_of_solomon temple_of_jerusalem
0.00,0.00,temple_orange
0.00,0.00,temple_orange_tree temple_orange tangor king_orange citrus_nobilis
0.00,0.00,temple_tree plumeria_acutifolia pagoda_tree
0.13,0.00,templet template guide
0.00,0.00,templetonia genus_templetonia
0.13,0.00,templetonia_retusa flame_bush coral_bush
0.00,0.00,tempo pacing
0.00,0.00,tempo pace
0.00,0.13,temporal
0.00,0.63,temporal_arteritis
0.00,0.00,temporal_artery
0.00,0.00,temporal_bone os_temporale
0.00,0.00,temporal_canthus
0.00,0.00,temporal_gyrus
0.00,0.00,temporal_lobe temporal_ccortex
0.00,0.50,temporal_lobe_epilepsy psychomotor_epilepsy
0.00,0.00,temporal_order temporal_arrangement
0.00,0.00,temporal_property
0.00,0.00,temporal_relation
0.00,0.00,temporal_role temporal
0.00,0.00,temporalis_muscle temporalis temporal_muscle musculus_temporalis
0.00,0.00,temporally
0.00,0.00,temporalty temporality
0.00,0.00,temporalty laity
0.00,0.00,temporarily
0.00,0.00,temporariness
0.50,0.13,temporary impermanent
0.13,0.25,temporary irregular
0.13,0.25,temporary_expedient improvisation
0.00,0.00,temporary_hookup patch
0.00,0.00,temporary_injunction interlocutory_injunction
0.25,0.00,temporary_removal suspension
0.00,0.00,temporary_state
0.00,0.00,temporary_worker temporary temp
0.00,0.00,temporize temporise
0.00,0.00,temporizer temporiser
0.00,0.00,temporomandibular_joint mandibular_joint articulatio_temporomandibularis
0.00,0.00,tempt allure
0.00,0.13,tempt lure entice
0.13,0.00,tempt invite
0.00,0.00,tempt influence charm
0.00,0.00,tempt
0.25,0.38,temptable
0.19,0.07,temptation enticement
0.38,0.00,temptation
0.00,0.00,tempter
0.50,0.00,tempting enticing beguiling alluring
0.50,0.00,tempting tantalizing tantalising
0.50,0.00,temptingly seductively
0.25,0.00,temptingness allurement allure
0.00,0.00,temptress siren femme_fatale enchantress delilah
0.00,0.00,tempura
0.00,0.00,temuco
0.00,0.00,temujin jinghis_khan jenghiz_khan genghis_khan
0.00,0.00,ten_commandments decalogue
0.00,0.00,ten_thousand
0.00,0.00,ten_thousand myriad 10000
0.38,0.25,tenableness tenability reasonableness
0.38,0.50,tenacious retentive recollective long
0.00,0.00,tenacious coherent
0.00,0.13,tenaciously doggedly
0.13,0.13,tenacity tenaciousness pertinacity persistency persistence perseverance doggedness
0.00,0.00,tenancy occupancy
0.00,0.00,tenant
0.00,0.00,tenant renter
0.00,0.00,tenant_farmer
0.00,0.00,tenanted occupied
0.00,0.00,tenantry
0.50,0.13,tend run2 lean incline be_given
0.07,0.00,tend
0.00,0.00,ten-day_fern rumohra_adiantiformis polystichum_adiantiformis leatherleaf_fern leather_fern
0.00,0.00,tended_to attended
0.38,0.00,tendency inclination disposition
0.38,0.00,tendency propensity leaning
0.13,0.00,tendency inclination
0.38,0.25,tendentious tendencious
0.25,0.00,tendentiously
0.25,0.00,tendentiousness
0.07,0.11,tender
0.00,0.00,tender stamp legal_tender
0.00,0.00,tender attender attendant
0.00,0.00,tender offer bid
0.00,0.63,tender sore sensitive raw
0.00,0.00,tender bid
0.00,0.00,tender ship's_boat pinnace cutter
0.00,0.00,tender supply_ship
0.00,0.00,tender_offer
0.00,0.00,tenderfoot
0.00,0.00,tendergreen spinach_mustard brassica_rapa_perviridis brassica_perviridis
0.44,0.19,tenderhearted
0.00,0.00,tenderization tenderisation
0.00,0.00,tenderize tenderise tender
0.00,0.00,tenderized tenderised
0.00,0.00,tenderizer tenderiser
0.00,0.00,tenderloin combat_zone
0.25,0.00,tenderly
0.13,0.00,tenderness
0.00,0.00,tenderness soreness rawness
0.50,0.25,tenderness tenderheartedness
0.50,0.13,tenderness softheartedness
0.00,0.00,tending care attention aid
0.38,0.00,tending minded given disposed apt
0.00,0.00,tendinous sinewy
0.00,0.00,tendon sinew
0.00,0.00,tendon_of_achilles achilles_tendon
0.00,0.00,tendril
0.00,0.00,tendril-climbing
0.00,0.00,tenebrionid darkling_groung_beetle darkling_beetle
0.00,0.00,tenebrionidae family_tenebrionidae
0.00,0.13,tenebrous tenebrious tenebrific
0.00,0.00,tenement_district
0.13,0.00,tenement_house tenement
0.00,0.00,tenerife
0.00,0.75,tenesmus
0.00,0.00,tenet dogma
0.00,0.00,tenfold
0.00,0.00,tenfold ten-fold denary
0.00,0.00,teng_hsiaoping teng_hsiao-ping deng_xiaoping
0.00,0.00,ten-gallon_hat cowboy_hat
0.00,0.00,tenge
0.00,0.00,tenia taenia fillet
0.00,0.00,ten-membered 10-membered
0.00,0.00,tenner ten_dollar_bill
0.00,0.00,tennessee_river tennessee
0.00,0.00,tenniel sir_john_tenniel
0.00,0.00,tennis lawn_tennis
0.00,0.00,tennis_ball
0.25,0.00,tennis_camp
0.00,0.00,tennis_club
0.00,0.00,tennis_coach
0.00,0.00,tennis_court
0.00,0.25,tennis_elbow lateral_humeral_epicondylitis lateral_epicondylitis
0.00,0.00,tennis_lesson
0.00,0.00,tennis_match
0.00,0.00,tennis_player
0.00,0.00,tennis_pro professional_tennis_player
0.00,0.00,tennis_racquet tennis_racket
0.00,0.00,tennis_shoe sneaker gym_shoe
0.00,0.00,tennis_stroke tennis_shot
0.00,0.00,tenno mikado
0.13,0.00,tennyson first_baron_tennyson alfred_tennyson alfred_lord_tennyson
0.00,0.00,tenon
0.00,0.63,tenonitis tendonitis tendinitis
0.00,0.00,tenor
0.00,0.00,tenor strain
0.00,0.00,tenor_clef
0.00,0.00,tenor_voice tenor
0.00,0.00,tenoretic
0.00,0.00,tenorist tenor_saxophonist
0.00,0.00,tenormin atenolol
0.00,0.00,tenoroon
0.00,0.25,tenosynovitis tendosynovitis tendonous_synovitis
0.00,0.00,tenpence
0.00,0.00,tenpenny_nail
0.00,0.00,tenpin
0.00,0.00,tenpins tenpin_bowling
0.00,0.00,tenpounder ladyfish elops_saurus
0.00,0.00,tenrec tendrac
0.00,0.00,tenrec_ecaudatus tailless_tenrec
0.00,0.00,tenrecidae family_tenrecidae
0.00,0.03,tense
0.00,0.00,tense strain
0.00,0.00,tense_system
0.00,0.00,tense_up tense
0.00,0.00,tense_up tense strain
0.00,0.00,tensed
0.13,0.00,tensely
0.00,0.00,ten-sided
0.00,0.13,tensile
0.00,0.00,tensile_strength
0.00,0.00,tensimeter
0.00,0.00,tensiometer
0.00,0.00,tension tenseness stress
0.00,0.00,tension
0.13,0.38,tension latent_hostility
0.00,0.00,tension_headache
0.00,0.00,tensional
0.50,0.25,tensionless
0.00,0.25,tensity tension tenseness tautness
0.00,0.00,tensor
0.00,0.00,tensor_tympani
0.00,0.00,ten-spined_stickleback gasterosteus_pungitius
0.00,0.00,ten-spot ten
0.00,0.00,ten-strike strike
0.00,0.00,tent collapsible_shelter
0.00,0.00,tent encamp camp_out camp bivouac
0.00,0.00,tent
0.00,0.00,tent_caterpillar
0.00,0.00,tent_flap tent-fly rainfly fly_sheet fly
0.00,0.00,tent_peg
0.00,0.00,tent_stitch petit_point
0.00,0.00,tentacle
0.00,0.00,tentacled
0.00,0.00,tentacular
0.13,0.00,tentaculata class_tentaculata
0.00,0.63,tentative provisionary provisional probationary
0.50,0.13,tentative doubtful
0.13,0.00,tentatively
0.00,0.00,tent-caterpillar_moth malacosoma_disstria
0.00,0.13,tent-caterpillar_moth malacosoma_americana
0.00,0.00,tenter
0.00,0.00,tenterhook
0.00,0.00,tenth 10th
0.00,0.00,tenth
0.00,0.00,tenth_part tenth ten_percent one-tenth
0.00,0.00,tenthly
0.00,0.00,ten-thousandth one-ten-thousandth
0.00,0.00,tenthredinidae family_tenthredinidae
0.00,0.00,tenting encampment camping bivouacking
0.00,0.00,tentmaker
0.00,0.00,tentorial_sinus straight_sinus sinus_rectus
0.00,0.00,tentorium
0.38,0.38,tenuity rarity low_density
0.00,0.50,tenuity feebleness
0.07,0.00,tenuous
0.25,0.00,tenuously
0.00,0.00,tenure
0.00,0.00,tenure land_tenure
0.00,0.63,tenured
0.13,0.25,tenzing_norgay
0.00,0.00,teodor_josef_konrad_korzeniowski joseph_conrad conrad
0.00,0.50,tepal
0.00,0.00,tepary_bean phaseolus_acutifolius_latifolius
0.00,0.00,tephrosia genus_tephrosia
0.00,0.00,tephrosia_purpurea bastard_indigo
0.00,0.00,tepic
0.38,0.38,tepid lukewarm
0.25,0.63,tepid lukewarm halfhearted half-hearted
0.25,0.00,tepidly lukewarmly
0.00,0.25,tepidness tepidity lukewarmness
0.50,0.13,tepidness lukewarmness
0.00,0.00,tequila
0.00,0.00,terabit tbit tb
0.00,0.00,terabyte tb
0.00,0.13,teras monster
0.00,0.00,teratogen
0.00,0.00,teratogenesis
0.00,0.00,teratogenic
0.00,0.00,teratology
0.00,0.00,teratoma
0.13,0.00,terazosin hytrin
0.25,0.00,terbinafine lamisil
0.00,0.00,terbium tb atomic_number_65
0.00,0.00,terbium_metal
0.00,0.00,terebella genus_terebella
0.00,0.00,terebellidae family_terebellidae
0.00,0.00,terebinth pistacia_terebinthus
0.00,0.00,teredinid shipworm
0.00,0.00,teredinidae family_teredinidae
0.13,0.13,teredo
0.00,0.00,terence publius_terentius_afer
0.00,0.00,terence_rattigan sir_terence_mervyn_rattigan rattigan
0.00,0.00,teres_major_muscle teres_major musculus_teres_major
0.00,0.00,teres_minor_muscle teres_minor musculus_teres_minor
0.00,0.00,teres_muscle teres
0.00,0.00,teresa_of_avila saint_teresa_of_avila
0.00,0.00,terete
0.13,0.00,tergiversate prevaricate palter equivocate beat_around_the_bush
0.00,0.00,tergiversate apostatize apostatise
0.00,0.00,tergiversation equivocation
0.00,0.00,tergiversation apostasy
0.13,0.00,tergiversator hedger equivocator
0.00,0.00,teriyaki
0.00,0.00,term
0.00,0.00,term condition
0.00,0.00,term full_term
0.13,0.00,term_infant
0.00,0.25,term_insurance
0.00,0.00,term_of_a_contract lease
0.00,0.00,term_of_office tenure incumbency
0.00,0.00,term_paper
0.00,0.88,termagant shrew
0.00,0.00,termer
0.00,0.13,termes genus_termes
0.00,0.00,terminable
0.00,0.00,terminable_interest
0.00,0.08,terminal
0.00,0.00,terminal pole
0.00,0.00,terminal end
0.00,0.00,terminal last final concluding
0.00,0.00,terminal_emulation
0.00,0.00,terminal_leave
0.00,0.00,terminal_velocity
0.00,0.00,terminally
0.00,0.00,terminate end
0.00,0.00,terminate stop finish end cease
0.00,0.00,terminate send_away sack give_the_sack give_the_axe give_notice force_out fire displace dismiss can
0.38,0.00,terminated over ended concluded complete all_over
0.00,0.00,terminated
0.00,0.00,termination expiry expiration
0.00,0.00,termination resultant result outcome final_result
0.00,0.00,termination ending
0.00,0.00,termination ending conclusion
0.00,0.00,terminative
0.00,0.00,terminator exterminator eradicator
0.00,0.00,terminological
0.00,0.00,terminology nomenclature language
0.00,0.00,terminus termination endpoint end_point
0.00,0.00,terminus destination
0.00,0.00,terminus terminal_figure term
0.00,0.00,terminus
0.00,0.00,terminus terminal depot
0.00,0.00,terminus_a_quo starting_point
0.00,0.00,terminus_ad_quem terminal_point limit
0.00,0.00,termitidae family_termitidae
0.00,0.00,terms footing
0.00,0.00,terms price damage
0.00,0.00,tern
0.25,0.00,ternate
0.00,0.00,terpene
0.00,0.00,terpsichore
0.00,0.00,terpsichore saltation dancing dance
0.00,0.00,terpsichorean
0.00,0.00,terpsichorean professional_dancer dancer
0.00,0.00,terra_alba
0.00,0.00,terra_alba pipeclay
0.00,0.00,terra_alba porcelain_clay kaoline kaolin china_stone china_clay
0.00,0.25,terra_cotta
0.00,0.00,terra_firma solid_ground land ground earth dry_land
0.00,0.00,terra_sigillata samian_ware
0.00,0.00,terrace patio
0.00,0.00,terrace
0.00,0.00,terrace bench
0.00,0.00,terraced_house
0.00,0.00,terrain
0.00,0.38,terrain_flight low_level_flight
0.00,0.00,terrain_intelligence
0.00,0.00,terramycin oxytetracycline_hydrochloride oxytetracycline hydroxytetracycline
0.00,0.00,terrapene genus_terrapene
0.00,0.00,terrapin
0.00,0.00,terrarium
0.00,0.00,terrasse terrace
0.00,0.00,terre_adelie adelie_land adelie_coast
0.00,0.50,terrene mundane
0.00,0.00,terreplein
0.00,0.00,terrestrial terrene telluric tellurian
0.00,0.00,terrestrial planetary
0.00,0.00,terrestrial
0.25,0.00,terrestrial mundane
0.00,0.00,terrestrial sublunary sublunar
0.00,0.00,terrestrial_guidance
0.00,0.00,terrestrial_planet
0.25,0.00,terrestrially mundanely
0.00,0.00,terrestrially
0.00,0.63,terrible horrific horrendous frightening fearsome fearful dreadful dreaded dread direful dire awful
0.50,0.38,terribleness horridness dreadfulness awfulness
0.25,0.00,terribly frightfully awfully awful
0.00,0.75,terribly rottenly awfully atrociously abysmally abominably
0.00,0.00,terrier
0.00,0.00,terrietia heritiera genus_terrietia genus_heritiera
0.00,0.00,terrietia_trifoliolata stave_wood silky_elm red_beech heritiera_trifoliolata crow's_foot brown_oak booyong
0.25,0.25,terrific
0.00,0.00,terrified panicky panicked panic-struck panic-stricken frightened
0.00,0.63,terrifying terrific
0.00,0.38,terrine
0.10,0.00,territorial
0.00,0.00,territorial_army
0.00,0.00,territorial_division administrative_division administrative_district
0.00,0.00,territorial_reserve territorial
0.00,0.00,territorial_waters
0.00,0.00,territoriality
0.00,0.00,territorialization territorialisation
0.00,0.00,territorialize territorialise
0.25,0.00,territorially
0.38,0.13,territory territorial_dominion dominion district
0.00,0.00,territory
0.00,0.00,territory soil
0.25,0.75,terror panic affright
0.00,0.38,terror little_terror holy_terror brat
0.00,0.00,terror
0.00,0.00,terrorist
0.00,0.00,terrorist_act terrorism act_of_terrorism
0.00,0.00,terrorist_attack
0.00,0.00,terrorist_cell radical_cell
0.00,0.00,terrorist_organization terrorist_group fto foreign_terrorist_organization
0.25,0.13,terrorization terrorisation frightening
0.00,0.00,terrorization terrorisation
0.13,0.25,terrorize terrorise
0.25,0.00,terrorize terrorise terrify
0.00,0.50,terror-struck terror-stricken
0.00,0.00,terry dame_ellen_terry dame_alice_ellen_terry
0.00,0.00,terrycloth terry_cloth terry
0.13,0.00,terse laconic curt crisp
0.00,0.00,tersely telegraphically
0.00,0.50,terseness
0.00,0.00,tertian
0.00,0.00,tertiary_period tertiary
0.00,0.25,tertiary_syphilis
0.00,0.00,tertigravida gravida_iii
0.00,0.00,tertium_quid
0.00,0.00,tertry battle_of_tertry
0.00,0.00,tertullian quintus_septimius_florens_tertullianus
0.00,0.00,terylene dacron
0.00,0.00,terza_rima
0.00,0.00,tesla
0.00,0.00,tesla nikola_tesla
0.00,0.00,tesla_coil
0.00,0.00,tessella
0.13,0.00,tessellate
0.00,0.07,tessellated
0.19,0.00,tessellation
0.00,0.00,tessera
0.00,0.00,tesseract
0.13,0.00,test psychometric_test mental_testing mental_test
0.38,0.00,test screen
0.00,0.00,test examination exam
0.00,0.00,test quiz
0.00,0.03,test
0.00,0.00,test_ban
0.00,0.00,test_bed
0.00,0.00,test_drive
0.00,0.00,test_driver
0.13,0.00,test_equipment
0.00,0.00,test_fly
0.00,0.13,test_match matched_game match_game
0.00,0.00,test_paper question_sheet examination_paper exam_paper
0.13,0.00,test_paper
0.00,0.00,test_pilot
0.00,0.00,test_range
0.00,0.00,test_rocket test_instrument_vehicle research_rocket
0.00,0.00,test_suit test_case
0.00,0.00,test_tube
0.00,0.00,testa seed_coat episperm
0.13,0.25,testacea order_testacea
0.00,0.50,testacean
0.00,0.00,testaceous
0.08,0.00,testament
0.00,0.00,testamentary
0.13,0.00,testamentary_trust
0.38,0.00,testate
0.00,0.00,testator testate
0.00,0.00,testatrix
0.00,0.00,testcross test-cross
0.00,0.00,testee examinee
0.00,0.00,tester quizzer examiner
0.00,0.00,tester
0.00,0.00,testicular
0.00,0.00,testicular_artery internal_spermatic_artery arteria_testicularis
0.13,0.00,testicular_cancer seminoma
0.00,0.00,testiere frontstall front-stall chanfron chamfron
0.00,0.00,testifier deposer deponent
0.00,0.00,testify take_the_stand bear_witness attest
0.00,0.00,testify show prove evidence bear_witness
0.25,0.00,testily petulantly pettishly irritably
0.25,0.07,testimonial
0.00,0.00,testimonial recommendation good_word
0.25,0.00,testimony
0.00,0.00,testimony testimonial
0.07,0.00,testing
0.00,0.00,testing examination
0.00,0.00,testing_ground laboratory
0.00,0.00,testing_room test_room
0.00,0.00,testis testicle orchis nut egg bollock ballock ball
0.00,0.00,testosterone
0.00,0.00,test-tube_baby
0.00,0.00,testudines testudinata order_testudines order_testudinata order_chelonia chelonia
0.00,0.00,testudinidae family_testudinidae
0.00,0.00,testudo
0.00,0.00,testudo genus_testudo
0.00,0.00,testudo_graeca european_tortoise
0.13,0.00,tet
0.00,0.75,tetanic
0.00,0.00,tetanus lockjaw
0.00,0.00,tetanus
0.00,0.00,tetanus_antitoxin
0.00,0.00,tetanus_immunoglobulin tetanus_immune_globulin
0.00,0.88,tetany tetanilla intermittent_tetanus intermittent_cramp apyretic_tetanus
0.00,0.25,tetchily
0.00,0.25,tetchy testy techy scratchy petulant pettish peevish peckish nettlesome irritable fractious cranky
0.13,0.63,tete_a_tete
0.00,0.00,tete-a-tete
0.00,0.00,tete-a-tete head-to-head
0.00,0.00,teth
0.00,0.00,tether
0.00,0.00,tether leash lead3
0.00,0.00,tetherball
0.00,0.00,tethered
0.00,0.00,tethyidae family_tethyidae family_aplysiidae aplysiidae
0.00,0.00,tethys
0.00,0.13,tethys genus_tethus genus_aplysia aplysia
0.00,0.00,teton_range
